RESPONDENT_ID,SURVEY_ID,CHOICE_SET,LABEL,CHOICE_INDICATOR,FLAVOR,RESPONDENT_IP_ADDRESS,RESPONDENT_CITY,RESPONDENT_REGION,RESPONDENT_POSTCODE,RESPONDENT_COUNTRY,RESPONDENT_TIME_OF_OPENING_SURVEY,RESPONDENT_TIME_OF_COMPLETING_SURVEY,RESPONDENT_DEVICE_USED_IN_SURVEY,RESPONDENT_LENGTH_OF_INTERVIEW_SECONDS,RESPONDENT_TOUCH_DEVICE_USED_IN_SURVEY,RESPONDENT_UNIQUE_CODE,Q2_I_LL_AVOID_THIS_FLAVOR_BARBECUE,Q2_I_LL_AVOID_THIS_FLAVOR_BUFFALO_WING,Q2_I_LL_AVOID_THIS_FLAVOR_CHEESE,Q2_I_LL_AVOID_THIS_FLAVOR_COOL_RANCH,Q2_I_LL_AVOID_THIS_FLAVOR_DILL_PICKLE,Q2_I_LL_AVOID_THIS_FLAVOR_GARLIC_PARMESAN,Q2_I_LL_AVOID_THIS_FLAVOR_HONEY_MUSTARD,Q2_I_LL_AVOID_THIS_FLAVOR_LOADED_BAKED_POTATO,Q2_I_LL_AVOID_THIS_FLAVOR_MESQUITE_BBQ,Q2_I_LL_AVOID_THIS_FLAVOR_RANCH,Q2_I_LL_AVOID_THIS_FLAVOR_SALT_AND_VINEGAR,Q2_I_LL_AVOID_THIS_FLAVOR_SOUR_CREAM_AND_ONION,Q2_I_LL_AVOID_THIS_FLAVOR_SPICY_JALAPENO,Q2_I_LL_AVOID_THIS_FLAVOR_SRIRACHA,Q2_I_LL_AVOID_THIS_FLAVOR_SWEET_CHILI,Q2_I_LL_EAT_THIS_FLAVOR_BARBECUE,Q2_I_LL_EAT_THIS_FLAVOR_BUFFALO_WING,Q2_I_LL_EAT_THIS_FLAVOR_CHEESE,Q2_I_LL_EAT_THIS_FLAVOR_COOL_RANCH,Q2_I_LL_EAT_THIS_FLAVOR_DILL_PICKLE,Q2_I_LL_EAT_THIS_FLAVOR_GARLIC_PARMESAN,Q2_I_LL_EAT_THIS_FLAVOR_HONEY_MUSTARD,Q2_I_LL_EAT_THIS_FLAVOR_LOADED_BAKED_POTATO,Q2_I_LL_EAT_THIS_FLAVOR_MESQUITE_BBQ,Q2_I_LL_EAT_THIS_FLAVOR_RANCH,Q2_I_LL_EAT_THIS_FLAVOR_SALT_AND_VINEGAR,Q2_I_LL_EAT_THIS_FLAVOR_SOUR_CREAM_AND_ONION,Q2_I_LL_EAT_THIS_FLAVOR_SPICY_JALAPENO,Q2_I_LL_EAT_THIS_FLAVOR_SRIRACHA,Q2_I_LL_EAT_THIS_FLAVOR_SWEET_CHILI,Q2_I_M_INDIFFERENT_BARBECUE,Q2_I_M_INDIFFERENT_BUFFALO_WING,Q2_I_M_INDIFFERENT_CHEESE,Q2_I_M_INDIFFERENT_COOL_RANCH,Q2_I_M_INDIFFERENT_DILL_PICKLE,Q2_I_M_INDIFFERENT_GARLIC_PARMESAN,Q2_I_M_INDIFFERENT_HONEY_MUSTARD,Q2_I_M_INDIFFERENT_LOADED_BAKED_POTATO,Q2_I_M_INDIFFERENT_MESQUITE_BBQ,Q2_I_M_INDIFFERENT_RANCH,Q2_I_M_INDIFFERENT_SALT_AND_VINEGAR,Q2_I_M_INDIFFERENT_SOUR_CREAM_AND_ONION,Q2_I_M_INDIFFERENT_SPICY_JALAPENO,Q2_I_M_INDIFFERENT_SRIRACHA,Q2_I_M_INDIFFERENT_SWEET_CHILI,Q3_LIKEABILITY_O1_IT_WAS_ENJOYABLE,Q3_LIKEABILITY_O2_I_UNDERSTOOD_EVERYTHING_IN_THIS_SURVEY,Q3_LIKEABILITY_O3_I_WOULD_RECOMMEND_THIS_SURVEY_TO_ANOTHER_PERSON,Q4_DIFFICULTIES,Q5_OTHER_IMPROVEMENTS
211239326,211239326,6,3,0,Honey Mustard,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,7,1,0,Buffalo Wing,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,7,2,1,Cheese,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,7,3,0,Cool Ranch,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,8,1,1,Loaded Baked Potato,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,8,2,0,Barbecue,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,8,3,0,Dill Pickle,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,9,1,0,Sriracha,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,9,2,0,Salt and Vinegar,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,9,3,1,Sweet Chili,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,10,1,0,Ranch,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,10,2,0,Spicy Jalapeno,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,10,3,1,Barbecue,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,11,1,0,Sriracha,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,11,2,1,Cool Ranch,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,11,3,0,Salt and Vinegar,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,12,1,1,Honey Mustard,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,12,2,0,Sriracha,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239326,211239326,12,3,0,Buffalo Wing,196.17.66.25,Los Angeles,California,90060,USA,6/21/2023 17:43,6/21/2023 17:46,desktop,167,0,NZNILPHYFQGLMCFQLIOZ,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,1,NULL,3,4,4,nothing,good
211239327,211239327,1,1,1,Cool Ranch,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,1,2,0,Sweet Chili,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,1,3,0,Sour Cream and Onion,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,2,1,1,Garlic Parmesan,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,2,2,0,Honey Mustard,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,2,3,0,Cool Ranch,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,3,1,0,Salt and Vinegar,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,3,2,1,Garlic Parmesan,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,3,3,0,Ranch,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,4,1,0,Mesquite BBQ,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,4,2,1,Sriracha,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,4,3,0,Cheese,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,5,1,1,Buffalo Wing,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,5,2,0,Dill Pickle,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,5,3,0,Cheese,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,6,1,0,Barbecue,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,6,2,0,Salt and Vinegar,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,6,3,1,Dill Pickle,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,7,1,0,Barbecue,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,7,2,1,Buffalo Wing,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,7,3,0,Ranch,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,8,1,0,Dill Pickle,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,8,2,1,Spicy Jalapeno,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,8,3,0,Ranch,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,9,1,0,Loaded Baked Potato,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,9,2,0,Honey Mustard,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
211239327,211239327,9,3,1,Cheese,142.132.208.154,Falkenstein,Saxony,8223,Germany,6/21/2023 17:43,6/21/2023 17:45,desktop,112,0,AXCWMOSUUONMNBCRFVAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,good,good
